No,Nama,LLDikti,
4582,Universitas Islam Majapahit,7,
4583,Universitas Islam Makassar,9,
4584,UNIVERSITAS ISLAM MAKASSAR,9,
4585,UNIVERSITAS ISLAM MAKASSAR,,
4586,Universitas Islam Malang,7,
4587,UNIVERSITAS ISLAM MALANG,,
4588,Universitas Islam Nahdlatul Ulama Jepara,6,
4589,Universitas Islam Negeri Alauddin,,
4590,UNIVERSITAS ISLAM NEGERI ALAUDDIN,,
4591,Universitas Islam Negeri Alauddin Makassar,,
4592,UNIVERSITAS ISLAM NEGERI ALAUDDIN MAKASSAR,,
4593,Universitas Islam Negeri Antasari Banjarmasin,,
4594,Universitas Islam Negeri Ar-Raniry Banda Aceh,,
4595,Universitas Islam Negeri Imam Bonjol,,
4596,Universitas Islam Negeri Imam Bonjol Padang,,
4597,Universitas Islam Negeri Kiai Haji Achmad Siddiq Jember,,
4598,Universitas Islam Negeri Mataram,,
4599,Universitas Islam Negeri Maulana Malik Ibrahim,,
4600,UNIVERSITAS ISLAM NEGERI MAULANA MALIK IBRAHIM,,
4601,Universitas Islam Negeri Maulana Malik Ibrahim Malang,,
4602,UNIVERSITAS ISLAM NEGERI MAULANA MALIK IBRAHIM MALANG,,
4603,Universitas Islam Negeri Raden Fatah,,
4604,Universitas Islam Negeri Raden Fatah Palembang,,
4605,Universitas Islam Negeri Raden Intan,,
4606,Universitas Islam Negeri Raden Intan Lampung,,
4607,Universitas Islam Negeri Raden Mas Said Surakarta,,
4608,Universitas Islam Negeri Sayyid Ali Rahmatullah Tulungagung,,
4609,Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda,,
4610,Universitas Islam Negeri Sultan Maulana Hasanuddin Banten,,
4611,Universitas Islam Negeri Sultan Syarif Kasim,,
4612,Universitas Islam Negeri Sultan Syarif Kasim Riau,,
4613,Universitas Islam Negeri Sultan Thaha Saifuddin Jambi,,
4614,Universitas Islam Negeri Sulthan Syarif Kasim,,
4615,Universitas Islam Negeri Sulthan Syarif Kasim Riau,,
4616,Universitas Islam Negeri Sulthan Thaha Saifuddin,,
4617,Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi,,
4618,Universitas Islam Negeri Sumatera Utara,,
4619,Universitas Islam Negeri Sumatera Utara Medan,,
4620,UNIVERSITAS ISLAM NEGERI SUMATERA UTARA MEDAN,,
4621,Universitas Islam Negeri Sunan Ampel,,
4622,Universitas Islam Negeri Sunan Ampel ,,
4623,Universitas Islam Negeri Sunan Ampel Surabaya,,
4624,Universitas Islam Negeri Sunan Gunung Djati,,
4625,Universitas Islam Negeri Sunan Gunung Djati Bandung,,
4626,Universitas Islam Negeri Sunan Gunung Jati,,
4627,Universitas Islam Negeri Sunan Gunung Jati Bandung,,
4628,Universitas Islam Negeri Sunan Kalijaga,,
4629,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,,
4630,Universitas Islam Negeri Syarif Hidayatullah,,
4631,UNIVERSITAS ISLAM NEGERI SYARIF HIDAYATULLAH JAKARTA,,
4632,Universitas Islam Negeri Syarif Hidayatullah Jakarta,,
4633,Universitas Islam Negeri Walisongo,,
4634,Universitas Islam Negeri Walisongo Semarang,,
4635,UNIVERSITAS ISLAM NEGERI WALISONGO SEMARANG,,
4636,Universitas Islam Nusantara,4,
4637,Universitas Islam Ogan Komering Ilir Kayuagung,2,
4638,Universitas Islam Raden Rahmat,7,
4639,Universitas Islam Riau,10,
4640,Universitas Islam Sultan Agung,6,
4641,UNIVERSITAS ISLAM SULTAN AGUNG,6,
4642,UNIVERSITAS ISLAM SULTAN AGUNG,,
4643,Universitas Islam Sumatera Utara,1,
4644,Universitas Islam Syekh Yusuf,4,
4645,Universitas Islam Syekh Yusuf Tangerang,4,
4646,Universitas Islam Zainul Hasan Genggong,,
4647,Universitas Islam Zainul Hasan Genggong Probolinggo,,
4648,Universitas Ivet,6,
4649,Universitas Jabal Ghafur,13,
4650,Universitas Jakarta,3,
4651,Universitas Jambi,,
4652,UNIVERSITAS JAMBI,,
4653,Universitas Janabadra,5,
4654,Universitas Jayabaya,3,
4655,Universitas Jember,,
4656,UNIVERSITAS JEMBER,,
4657,Universitas Jenderal Achmad Yani,4,
4658,UNIVERSITAS JENDERAL ACHMAD YANI,,
4659,UNIVERSITAS JENDERAL ACHMAD YANI,,
4660,UNIVERSITAS JENDERAL ACHMAD YANI BANDUNG,4,
4661,UNIVERSITAS JENDERAL ACHMAD YANI YOGYAKARTA,,
4662,Universitas Jenderal Achmad Yani Yogyakarta,5,
4663,Universitas Jenderal Soedirman,,
4664,UNIVERSITAS JENDERAL SOEDIRMAN,,
4665,UNIVERSITAS KADER BANGSA,2,
4666,UNIVERSITAS KADER BANGSA,,
4667,Universitas Kader Bangsa,2,
4668,UNIVERSITAS KADIRI,7,
4669,Universitas Kadiri,7,
4670,UNIVERSITAS KADIRI,,
4671,Universitas Kahuripan Kediri,7,
4672,Universitas Kaltara,11,
4673,Universitas Kanjuruhan,7,
4674,Universitas Kapuas,11,
4675,Universitas Kapuas ,11,
4676,Universitas Kapuas Sintang,11,
4677,Universitas Karimun,10,
4678,Universitas Kartini,7,
4679,UNIVERSITAS KARYA HUSADA SEMARANG,,
4680,Universitas Karyadarma Kupang,15,
4681,Universitas Katolik Atma Jaya Jakarta,3,
4682,Universitas Katolik Darma Cendika,7,
4683,Universitas Katolik De La Salle,16,
4684,UNIVERSITAS KATOLIK DE LA SALLE,,
4685,UNIVERSITAS KATOLIK DE LA SALLE MANADO,,
4686,Universitas Katolik Indonesia Atma Jaya,3,
4687,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,,
4688,Universitas Katolik Indonesia Santu Paulus Ruteng,15,
4689,UNIVERSITAS KATOLIK INDONESIA SANTU PAULUS RUTENG,15,
4690,UNIVERSITAS KATOLIK MUSI CHARITAS,2,
4691,Universitas Katolik Musi Charitas,2,
4692,UNIVERSITAS KATOLIK MUSI CHARITAS,,
4693,Universitas Katolik Parahyangan,4,
4694,Universitas Katolik Santo Thomas,1,
4695,Universitas Katolik Soegijapranata,6,
4696,Universitas Katolik Widya Karya,7,
4697,Universitas Katolik Widya Mandala Madiun,7,
4698,UNIVERSITAS KATOLIK WIDYA MANDALA MADIUN,,
4699,UNIVERSITAS KATOLIK WIDYA MANDALA SURABAYA,7,
4700,Universitas Katolik Widya Mandala Surabaya,7,
4701,UNIVERSITAS KATOLIK WIDYA MANDALA SURABAYA,,
4702,Universitas Katolik Widya Mandira Kupang,15,
4703,Universitas Kebangsaan,4,
4704,Universitas KH. A. Wahab Hasbullah,7,
4705,Universitas KH. Bahaudin Mudhary Madura,7,
4706,Universitas Khairun,,
4707,UNIVERSITAS KHAIRUN,,
4708,Universitas Khairun Ternate,,
4709,Universitas Klabat,16,
4710,UNIVERSITAS KLABAT,16,
4711,Universitas Komputer Indonesia,4,
4712,Universitas Krisnadwipayana,3,
4713,Universitas Kristen Artha Wacana,15,
4714,UNIVERSITAS KRISTEN DUTA WACANA,5,
4715,Universitas Kristen Duta Wacana,5,
4716,UNIVERSITAS KRISTEN DUTA WACANA,,
4717,Universitas Kristen Immanuel,5,
4718,Universitas Kristen Immanuel Yogyakarta,5,
4719,Universitas Kristen Indonesia,3,
4720,UNIVERSITAS KRISTEN INDONESIA,,
4721,Universitas Kristen Indonesia Maluku,12,
4722,UNIVERSITAS KRISTEN INDONESIA MALUKU,,
4723,Universitas Kristen Indonesia Paulus,9,
4724,UNIVERSITAS KRISTEN INDONESIA TOMOHON,,
4725,Universitas Kristen Indonesia Tomohon,16,
4726,Universitas Kristen Indonesia Toraja,9,
4727,Universitas Kristen Krida Wacana,3,
4728,UNIVERSITAS KRISTEN KRIDA WACANA,3,
4729,UNIVERSITAS KRISTEN KRIDA WACANA,,
4730,UNIVERSITAS KRISTEN KRIDA WACANA,,
4731,Universitas Kristen Maranatha,4,
4732,UNIVERSITAS KRISTEN MARANATHA,4,
4733,UNIVERSITAS KRISTEN MARANATHA,,
4734,Universitas Kristen Palangka Raya,11,
4735,Universitas Kristen Palangkaraya,11,
4736,Universitas Kristen Papua,14,
4737,Universitas Kristen Papua Sorong,14,
4738,Universitas Kristen Petra,7,
4739,Universitas Kristen Satya Wacana,6,
4740,UNIVERSITAS KRISTEN SATYA WACANA,6,
4741,UNIVERSITAS KRISTEN SATYA WACANA,,
4742,Universitas Kristen Surakarta,6,
4743,Universitas Kristen Tentena,16,
4744,Universitas Kristen Wira Wacana Sumba,15,
4745,Universitas Kuningan,4,
4746,UNIVERSITAS KUSUMA HUSADA SURAKARTA,,
4747,Universitas Kutai Kartanegara Tenggarong,11,
4748,Universitas Labuhanbatu,1,
4749,Universitas Lakidende Unahaa,9,
4750,Universitas Lambung Mangkurat,,
4751,UNIVERSITAS LAMBUNG MANGKURAT,,
4752,UNIVERSITAS LAMBUNG MANGKURAT,,
4753,Universitas Lampung,,
4754,UNIVERSITAS LAMPUNG,,
4755,Universitas Lancang Kuning,10,
4756,Universitas Langlang Buana,4,
4757,Universitas Lintas Internasional Indonesia,4,
4758,Universitas Lumajang,7,
4759,Universitas Ma Chung,7,
4760,Universitas Maarif Hasyim Latif,7,
4761,UNIVERSITAS MAARIF HASYIM LATIF,,
4762,Universitas Ma'arif Nahdlatul Ulama Kebumen,6,
4763,Universitas Madako Tolitoli,16,
4764,Universitas Madako Toli-toli,16,
4765,Universitas Madura,7,
4766,Universitas Mahadewa Indonesia,8,
4767,Universitas Mahakarya Asia,5,
4768,Universitas Mahaputra Muhammad Yamin,10,
4769,Universitas Mahasaraswati Denpasar,8,
4770,UNIVERSITAS MAHASARASWATI DENPASAR,,
4771,Universitas Mahendradatta,8,
4772,Universitas Majalengka,4,
4773,UNIVERSITAS MALAHAYATI,2,
4774,UNIVERSITAS MALAHAYATI,,
4775,Universitas Malahayati,2,
4776,Universitas Malikussaleh,,
4777,UNIVERSITAS MALIKUSSALEH,,
4778,UNIVERSITAS MANDALA WALUYA,,
4779,Universitas Maritim Amni,6,
4780,Universitas Maritim Raja Ali Haji,,
4781,Universitas Maritim Raja Ali Haji (UMRAH),,
4782,Universitas Ma'soem,4,
4783,Universitas Matana,3,
4784,Universitas Mataram,,
4785,UNIVERSITAS MATARAM,,
4786,UNIVERSITAS MATARAM,,
4787,Universitas Mathla Ul Anwar,4,
4788,Universitas Mathla`ul Anwar,4,
4789,UNIVERSITAS MATHLA'UL ANWAR,,
4790,Universitas Mayjen Sungkono,7,
4791,Universitas Medan Area,1,
4792,UNIVERSITAS MEGA BUANA PALOPO,9,
4793,Universitas Mega Buana Palopo,9,
4794,UNIVERSITAS MEGA BUANA PALOPO,,
4795,UNIVERSITAS MEGAREZKY,,
4796,UNIVERSITAS MEGAREZKY,,
4797,Universitas Megarezky,9,
4798,Universitas Megou Pak Tulang Bawang,2,
4799,Universitas Mercu Buana,3,
4800,Universitas Mercu Buana Yogyakarta,5,
4801,Universitas Merdeka Madiun,7,
4802,Universitas Merdeka Malang,7,
4803,Universitas Merdeka Pasuruan,7,
4804,Universitas Merdeka Ponorogo,7,
4805,Universitas Merdeka Surabaya,7,
4806,UNIVERSITAS MERDEKA SURABAYA,,
4807,Universitas Methodist Indonesia,1,
4808,UNIVERSITAS METHODIST INDONESIA,1,
4809,Universitas Mitra Indonesia,2,
4810,UNIVERSITAS MITRA INDONESIA,,
4811,Universitas Mitra Karya,4,
4812,Universitas Mochammad Sroedji,7,
4813,UNIVERSITAS MOHAMAD HUSNI THAMRIN,3,
4814,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,3,
4815,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,,
4816,Universitas Mohammad Husni Thamrin Jakarta,3,
4817,UNIVERSITAS MOHAMMAD NATSIR BUKITTINGGI,,
4818,Universitas Mohammad Natsir Bukittinggi,10,
4819,Universitas Mpu Tantular,3,
4820,Universitas Muara Bungo,10,
4821,Universitas Muhadi Setiabudi,6,
4822,UNIVERSITAS MUHADI SETIABUDI,,
4823,Universitas Muhadi Setiabudi Brebes,6,
4824,Universitas Muhammadiyah,9,
4825,Universitas Muhammadiyah Aceh,13,
4826,UNIVERSITAS MUHAMMADIYAH ACEH,13,
4827,UNIVERSITAS MUHAMMADIYAH ACEH,,
4828,Universitas Muhammadiyah Bandung,4,
4829,Universitas Muhammadiyah Banjarmasin,11,
4830,UNIVERSITAS MUHAMMADIYAH BANJARMASIN,,
4831,Universitas Muhammadiyah Banten,4,
4832,Universitas Muhammadiyah Bengkulu,2,
4833,UNIVERSITAS MUHAMMADIYAH BENGKULU,,
4834,Universitas Muhammadiyah Berau,11,
4835,Universitas Muhammadiyah Bone,9,
4836,Universitas Muhammadiyah Bulukumba,9,
4837,Universitas Muhammadiyah Buton,9,
4838,Universitas Muhammadiyah Cirebon,4,
4839,UNIVERSITAS MUHAMMADIYAH CIREBON,,
4840,Universitas Muhammadiyah Enrekang,9,
4841,Universitas Muhammadiyah Gorontalo,16,
4842,UNIVERSITAS MUHAMMADIYAH GORONTALO,16,
4843,UNIVERSITAS MUHAMMADIYAH GORONTALO,,
4844,Universitas Muhammadiyah Gresik,7,
4845,UNIVERSITAS MUHAMMADIYAH GRESIK,7,
4846,UNIVERSITAS MUHAMMADIYAH GRESIK,,
4847,Universitas Muhammadiyah Jakarta,3,
4848,UNIVERSITAS MUHAMMADIYAH JAKARTA,3,
4849,Universitas Muhammadiyah Jambi,10,
4850,UNIVERSITAS MUHAMMADIYAH JEMBER,7,
4851,Universitas Muhammadiyah Jember,7,
4852,UNIVERSITAS MUHAMMADIYAH JEMBER,,
4853,Universitas Muhammadiyah Kalimantan Timur,11,
4854,UNIVERSITAS MUHAMMADIYAH KALIMANTAN TIMUR,,
4855,Universitas Muhammadiyah Kendari,9,
4856,Universitas Muhammadiyah Kotabumi,2,
4857,UNIVERSITAS MUHAMMADIYAH KUDUS,,
4858,Universitas Muhammadiyah Kudus,6,
4859,Universitas Muhammadiyah Kupang,15,
4860,UNIVERSITAS MUHAMMADIYAH LAMONGAN,,
4861,Universitas Muhammadiyah Lamongan,7,
4862,Universitas Muhammadiyah Lampung,2,
4863,Universitas Muhammadiyah Luwuk Banggai,16,
4864,Universitas Muhammadiyah Madiun,7,
4865,Universitas Muhammadiyah Magelang,6,
4866,UNIVERSITAS MUHAMMADIYAH MAGELANG,,
4867,Universitas Muhammadiyah Makassar,9,
4868,UNIVERSITAS MUHAMMADIYAH MAKASSAR,,
4869,Universitas Muhammadiyah Malang,7,
4870,UNIVERSITAS MUHAMMADIYAH MALANG,,
4871,Universitas Muhammadiyah Maluku Utara,12,
4872,UNIVERSITAS MUHAMMADIYAH MALUKU UTARA,12,
4873,Universitas Muhammadiyah Mataram,8,
4874,UNIVERSITAS MUHAMMADIYAH MATARAM,,
4875,Universitas Muhammadiyah Metro,2,
4876,Universitas Muhammadiyah Palangka Raya,11,
4877,UNIVERSITAS MUHAMMADIYAH PALANGKA RAYA,11,
4878,UNIVERSITAS MUHAMMADIYAH PALANGKA RAYA,,
4879,UNIVERSITAS MUHAMMADIYAH PALEMBANG,2,
4880,Universitas Muhammadiyah Palembang,2,
4881,Universitas Muhammadiyah Palopo,9,
4882,UNIVERSITAS MUHAMMADIYAH PALOPO,,
4883,Universitas Muhammadiyah Palu,16,
4884,UNIVERSITAS MUHAMMADIYAH PALU,,
4885,Universitas Muhammadiyah Papua,14,
4886,UNIVERSITAS MUHAMMADIYAH PAREPARE,,
4887,Universitas Muhammadiyah Pare-Pare,9,
4888,Universitas Muhammadiyah Pare-pare,9,
4889,Universitas Muhammadiyah Pekajangan Pekalongan,6,
4890,UNIVERSITAS MUHAMMADIYAH PEKAJANGAN PEKALONGAN,,
4891,Universitas Muhammadiyah Ponorogo,7,
4892,UNIVERSITAS MUHAMMADIYAH PONOROGO,,
4893,Universitas Muhammadiyah Pontianak,11,
4894,UNIVERSITAS MUHAMMADIYAH PONTIANAK,11,
4895,UNIVERSITAS MUHAMMADIYAH PONTIANAK (KAMPUS SINTANG),11,
4896,UNIVERSITAS MUHAMMADIYAH PRINGSEWU,2,
4897,Universitas Muhammadiyah Pringsewu,2,
4898,UNIVERSITAS MUHAMMADIYAH PRINGSEWU,,
4899,Universitas Muhammadiyah Pringsewu Lampung,2,
4900,Universitas Muhammadiyah Prof Dr Hamka,3,
4901,Universitas Muhammadiyah Prof Dr Hamka ,3,
4902,Universitas Muhammadiyah Prof. Dr. Hamka,3,
4903,UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,3,
4904,UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,,
4905,Universitas Muhammadiyah Purwokerto,6,
4906,UNIVERSITAS MUHAMMADIYAH PURWOKERTO,6,
4907,UNIVERSITAS MUHAMMADIYAH PURWOKERTO,,
4908,UNIVERSITAS MUHAMMADIYAH PURWOKERTO,,
4909,Universitas Muhammadiyah Purworejo,6,
4910,Universitas Muhammadiyah Riau,10,
4911,UNIVERSITAS MUHAMMADIYAH SEMARANG,,
4912,Universitas Muhammadiyah Semarang,6,
4913,Universitas Muhammadiyah Sidenreng Rappang,9,
4914,UNIVERSITAS MUHAMMADIYAH SIDENRENG RAPPANG,,
4915,Universitas Muhammadiyah Sidoarjo,7,
4916,UNIVERSITAS MUHAMMADIYAH SIDOARJO,,
4917,Universitas Muhammadiyah Sinjai,9,
4918,Universitas Muhammadiyah Sorong,14,
4919,Universitas Muhammadiyah Sukabumi,4,
4920,UNIVERSITAS MUHAMMADIYAH SUKABUMI,4,
4921,UNIVERSITAS MUHAMMADIYAH SUKABUMI,,
4922,Universitas Muhammadiyah Sumatera Barat,10,
4923,UNIVERSITAS MUHAMMADIYAH SUMATERA BARAT,10,
4924,UNIVERSITAS MUHAMMADIYAH SUMATERA BARAT,,
4925,Universitas Muhammadiyah Sumatera Utara,1,
4926,UNIVERSITAS MUHAMMADIYAH SUMATERA UTARA,,
4927,Universitas Muhammadiyah Surabaya,7,
4928,UNIVERSITAS MUHAMMADIYAH SURABAYA,,
4929,Universitas Muhammadiyah Surakarta,6,
4930,UNIVERSITAS MUHAMMADIYAH SURAKARTA,6,
4931,UNIVERSITAS MUHAMMADIYAH SURAKARTA,,
4932,Universitas Muhammadiyah Tangerang,4,
4933,UNIVERSITAS MUHAMMADIYAH TANGERANG,4,
4934,UNIVERSITAS MUHAMMADIYAH TANGERANG,,
4935,Universitas Muhammadiyah Tapanuli Selatan,1,
4936,Universitas Muhammadiyah Tasikmalaya,4,
4937,UNIVERSITAS MUHAMMADIYAH TASIKMALAYA,,
4938,Universitas Muhammadiyah Yogyakarta,5,
4939,UNIVERSITAS MUHAMMADIYAH YOGYAKARTA,,
4940,Universitas Mulawarman,,
4941,UNIVERSITAS MULAWARMAN,,
4942,UNIVERSITAS MULAWARMAN,,
4943,Universitas Mulia,11,
4944,Universitas Multi Data Palembang,2,
4945,Universitas Multimedia Nusantara,3,
4946,Universitas Multimedia Nusantara Jakarta,3,
4947,Universitas Muria Kudus,6,
4948,Universitas Musamus Merauke,,
4949,Universitas Musi Rawas,2,
4950,Universitas Muslim Buton,9,
4951,Universitas Muslim Indonesia,9,
4952,UNIVERSITAS MUSLIM INDONESIA,9,
4953,UNIVERSITAS MUSLIM INDONESIA,,
4954,Universitas Muslim Maros,9,
4955,Universitas Muslim Nusantara Al-Washliyah,1,
4956,Universitas Muslim Nusantara Al-Wasliyah,1,
4957,UNIVERSITAS MUSLIM NUSANTARA AL-WASLIYAH,,
4958,Universitas Nahdlatul Ulama Al Ghazali Cilacap,6,
4959,Universitas Nahdlatul Ulama Blitar,7,
4960,Universitas Nahdlatul Ulama Cirebon,4,
4961,Universitas Nahdlatul Ulama Gorontalo,16,
4962,UNIVERSITAS NAHDLATUL ULAMA GORONTALO,,
4963,Universitas Nahdlatul Ulama Indonesia,3,
4964,Universitas Nahdlatul Ulama Kalimantan Barat,11,
4965,Universitas Nahdlatul Ulama Kalimantan Selatan,11,
4966,Universitas Nahdlatul Ulama Kalimantan Timur,11,
4967,UNIVERSITAS NAHDLATUL ULAMA KALIMANTAN TIMUR,,
4968,Universitas Nahdlatul Ulama Lampung,2,
4969,UNIVERSITAS NAHDLATUL ULAMA NUSA TENGGARA BARAT,,
4970,Universitas Nahdlatul Ulama Nusa Tenggara Barat,8,
4971,Universitas Nahdlatul Ulama Purwokerto,6,
4972,Universitas Nahdlatul Ulama Sidoarjo,7,
4973,Universitas Nahdlatul Ulama Sulawesi Tenggara,9,
4974,Universitas Nahdlatul Ulama Sumatera Barat,10,
4975,Universitas Nahdlatul Ulama Sumatera Utara,1,
4976,UNIVERSITAS NAHDLATUL ULAMA SUMATERA UTARA,,
4977,Universitas Nahdlatul Ulama Sunan Giri,7,
4978,UNIVERSITAS NAHDLATUL ULAMA SUNAN GIRI,,
4979,Universitas Nahdlatul Ulama Surabaya,7,
4980,UNIVERSITAS NAHDLATUL ULAMA SURABAYA,,
4981,Universitas Nahdlatul Ulama Surakarta,6,
4982,Universitas Nahdlatul Ulama Yogyakarta,5,
4983,UNIVERSITAS NAHDLATUL ULAMA YOGYAKARTA,,
4984,Universitas Nahdlatul Wathan Mataram,8,
4985,UNIVERSITAS NAHDLATUL WATHAN MATARAM,8,
4986,UNIVERSITAS NAHDLATUL WATHAN MATARAM,,
4987,Universitas Nani Bili Nusantara,14,
4988,Universitas Narotama,7,
4989,Universitas Nasional,3,
4990,UNIVERSITAS NASIONAL,,
4991,UNIVERSITAS NASIONAL KARANGTURI SEMARANG,,
4992,Universitas Nasional Karangturi Semarang,6,
4993,Universitas Nasional Pasim,4,
4994,Universitas Negeri Gorontalo,,
4995,UNIVERSITAS NEGERI GORONTALO,,
4996,UNIVERSITAS NEGERI GORONTALO,,
4997,Universitas Negeri Jakarta,,
4998,Universitas Negeri Makassar,,
4999,Universitas Negeri Malang,,
5000,UNIVERSITAS NEGERI MALANG,,
5001,Universitas Negeri Manado,,
5002,UNIVERSITAS NEGERI MANADO,,
5003,Universitas Negeri Medan,,
5004,UNIVERSITAS NEGERI MEDAN,,
5005,Universitas Negeri Padang,,
5006,UNIVERSITAS NEGERI PADANG,,
5007,Universitas Negeri Papua,,
5008,Universitas Negeri Semarang,,
5009,UNIVERSITAS NEGERI SEMARANG,,
5010,Universitas Negeri Surabaya,,
5011,UNIVERSITAS NEGERI SURABAYA,,
5012,Universitas Negeri Yogyakarta,,
5013,UNIVERSITAS NGUDI WALUYO,,
5014,Universitas Ngudi Waluyo,6,
5015,UNIVERSITAS NGUDI WALUYO,,
5016,Universitas Ngurah Rai,8,
5017,Universitas Nuku,12,
5018,Universitas Nurdin Hamzah,10,
5019,Universitas Nurtanio,4,
5020,Universitas Nurul Jadid,7,
5021,UNIVERSITAS NURUL JADID,,
5022,Universitas Nusa Bangsa,4,
5023,Universitas Nusa Cendana,,
5024,UNIVERSITAS NUSA CENDANA,,
5025,UNIVERSITAS NUSA CENDANA,,
5026,Universitas Nusa Lontar Rote,15,
5027,Universitas Nusa Mandiri,3,
5028,Universitas Nusa Nipa,15,
5029,UNIVERSITAS NUSA NIPA,15,
5030,UNIVERSITAS NUSA NIPA,,
5031,Universitas Nusa Putra,4,
5032,Universitas Nusa Tenggara Barat,8,
5033,UNIVERSITAS NUSA TENGGARA BARAT,,
5034,Universitas Nusantara Manado,16,
5035,Universitas Nusantara PGRI Kediri,7,
5036,UNIVERSITAS NUSANTARA PGRI KEDIRI,7,
5037,Universitas Ottow Geissler,14,
5038,Universitas Padjadjaran,,
5039,UNIVERSITAS PADJADJARAN,,
5040,UNIVERSITAS PADJADJARAN,,
5041,UNIVERSITAS PADJADJARAN,,
5042,Universitas Pahlawan Tuanku Tambusai,10,
5043,UNIVERSITAS PAHLAWAN TUANKU TAMBUSAI,,
5044,UNIVERSITAS PAHLAWAN TUANKU TAMBUSAI,,
5045,Universitas Pakuan,4,
5046,UNIVERSITAS PAKUAN,,
5047,Universitas Palangka Raya,,
5048,UNIVERSITAS PALANGKA RAYA,,
5049,Universitas Palembang,2,
5050,Universitas Pamulang,4,
5051,Universitas Panca Bhakti,11,
5052,Universitas Panca Marga,7,
5053,Universitas Panca Sakti Bekasi,4,
5054,Universitas Pancasakti,9,
5055,UNIVERSITAS PANCASAKTI MAKASSAR,,
5056,Universitas Pancasakti Tegal,6,
5057,Universitas Pancasila,3,
5058,UNIVERSITAS PANCASILA,3,
5059,UNIVERSITAS PANCASILA,,
5060,Universitas Pandanaran,6,
5061,Universitas Panji Sakti,8,
5062,Universitas Panji Sakti Singaraja,8,
5063,Universitas Papua,,
5064,Universitas Paramadina,3,
5065,Universitas Pasifik Morotai,12,
5066,Universitas Pasir Pengaraian,10,
5067,UNIVERSITAS PASIR PENGARAIAN,,
5068,Universitas Pasir Pengaraian Pekanbaru,10,
5069,Universitas Pasundan,4,
5070,Universitas Pat Petulai,2,
5071,Universitas Patria Artha,9,
5072,UNIVERSITAS PATRIA ARTHA,,
5073,Universitas Pattimura,,
5074,UNIVERSITAS PATTIMURA,,
5075,UNIVERSITAS PATTIMURA,,
5076,Universitas Pawyatan Daha,7,
5077,Universitas Pejuang Republik Indonesia,9,
5078,UNIVERSITAS PEJUANG REPUBLIK INDONESIA,9,
5079,Universitas Pekalongan,6,
5080,UNIVERSITAS PEKALONGAN,6,
5081,UNIVERSITAS PEKALONGAN,,
5082,Universitas Pelita Bangsa,4,
5083,Universitas Pelita Harapan,3,
5084,UNIVERSITAS PELITA HARAPAN,3,
5085,UNIVERSITAS PELITA HARAPAN,,
5086,Universitas Pelita Harapan Medan,1,
5087,Universitas Pelita Harapan Surabaya,7,
5088,Universitas Pembanguan Nasional Veteran Yogyakarta,,
5089,Universitas Pembangunan Indonesia,16,
5090,UNIVERSITAS PEMBANGUNAN INDONESIA,,
5091,Universitas Pembangunan Jaya,4,
5092,Universitas Pembangunan Nasional &quot;Veteran&quot; Jawa Timur,,
5093,Universitas Pembangunan Nasional Veteran Jakarta,,
5094,UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAKARTA,,
5095,Universitas Pembangunan Nasional Veteran Jawa Timur,,
5096,Universitas Pembangunan Nasional Veteran Yogyakarta,,
5097,Universitas Pembangunan Panca Budi,1,
5098,Universitas Pembinaan Masyarakat Indonesia,1,
5099,Universitas Pembinaan Masyarakat Indonesia Medan,1,
5100,Universitas Pendidikan Ganesha,,
5101,UNIVERSITAS PENDIDIKAN GANESHA,,
5102,Universitas Pendidikan Indonesia,,
5103,UNIVERSITAS PENDIDIKAN INDONESIA,,
5104,Universitas Pendidikan Indonesia Kampus Sumedang,,
5105,Universitas Pendidikan Mandalika,8,
5106,UNIVERSITAS PENDIDIKAN MANDALIKA,,
5107,Universitas Pendidikan Muhammadiyah Sorong,14,
5108,Universitas Pendidikan Nasional,8,
5109,Universitas PEPABRI Makassar,9,
5110,Universitas Pepabri Makassar,9,
5111,Universitas Peradaban,6,
5112,UNIVERSITAS PERADABAN,,
5113,UNIVERSITAS PERINTIS INDONESIA,,
5114,UNIVERSITAS PERINTIS INDONESIA,10,
5115,Universitas Perjuangan Tasikmalaya,4,
5116,UNIVERSITAS PERJUANGAN TASIKMALAYA,,
5117,Universitas Persada Indonesia Yai,3,
5118,Universitas Persada Indonesia YAI,3,
5119,Universitas Persatuan Guru 1945 NTT,15,
5120,Universitas Persatuan Islam,4,
5121,Universitas Pertahanan,,
5122,Universitas Pertahanan Jakarta,,
5123,Universitas Pertamina,3,
5124,Universitas Pesantren Tinggi Darul  Ulum,7,
5125,Universitas Pesantren Tinggi Darul `Ulum Jombang,7,
5126,Universitas Pesantren Tinggi Darul Ulum,7,
5127,UNIVERSITAS PESANTREN TINGGI DARUL ULUM JOMBANG,,
5128,UNIVERSITAS PESANTREN TINGGI DARUL 'ULUM JOMBANG,,
5129,Universitas PGRI Adi Buana,7,
